Account,Annual Revenue,MAU,Vertical,MGR,commited mrr delta,total net mrr (ae),Tier
샤인치과,-,"2,883",헬스케어 | Healthcare,"500,000","27,000","27,000",
아마노코리아,"243,400,000,000","159,829",렌탈 & 모빌리티 | Rental & Mobility,"2,000,000","4,468,000","4,468,000",Tier 3
뉴키즈온,"48,700,000,000",823,커머스 | Commerce,"2,000,000",,,Tier 5
한국공교육원,"4,000,000,000","163,858",기타 | Others,"1,200,000","500,113","500,113",Tier 4
스튜디오수제,"31,000,000,000","235,452",커머스 | Commerce,"800,000","567,700","567,700",Tier 2
법무법인 율우,"16,100,000,000","11,390",전문 산업군 | Professional Services,"500,000",,,Tier 4
랩도쿠,"8,000,000,000",878,커머스 | Commerce,"700,000","501,050","501,050",Tier 5
프로엔솔루션,"9,400,000,000",-,B2B & 솔루션 | B2B & Solutions,"500,000","741,000","741,000",
카베이,"10,656,597,000","20,288",렌탈 & 모빌리티 | Rental & Mobility,"1,000,000","1,200,000","1,200,000",Tier 4
넷폼알앤디,"10,600,000,000","3,873",커머스 | Commerce,"600,000","158,250","158,250",Tier 5
광주교통공사,"6,800,000,000","21,841",기타 | Others,"1,200,000",,,Tier 4
코오롱에프앤씨,"110,000,000,000","24,914",커머스 | Commerce,"3,000,000",,,Tier 3
사단법인보험연수원,"11,800,000,000","399,255",교육 | Education,"1,000,000","810,750","810,750",Tier 2
에이치피케이,"35,400,000,000","7,113",커머스 | Commerce,"500,000",,,Tier 5
보람상조라이프,"18,442,912,000","21,534",전문 산업군 | Professional Services,"700,000",,,Tier 4
쿠쿠홈시스,"954,600,000,000","1,512,000",커머스 | Commerce,"4,000,000",,,Tier 1
텐바이텐,"16,800,000,000","781,296",커머스 | Commerce,"1,000,000",,,Tier 2
대림통상,"130,000,000,000","15,486",제조 & 유통 | Manufacturing & Distribution,"2,500,000",,,Tier 3
알래스카,"10,100,000,000","12,961",커머스 | Commerce,"600,000",,,Tier 4
에스디에이삼육어학원,"70,000,000,000","60,169",교육 | Education,"500,000","981,000","981,000",Tier 3
래피드글로벌,"70,000,000","3,092",교육 | Education,"600,000","630,750","630,750",Tier 5
카일이삼제스퍼,"37,900,000,000",-,렌탈 & 모빌리티 | Rental & Mobility,"1,000,000","1,284,750","1,284,750",
한솔아카데미,"8,926,807,000","365,908",교육 | Education,"600,000","1,009,000","1,009,000",Tier 2
주식회사모나미,"133,100,000,000","48,364",커머스 | Commerce,"1,200,000","913,500","913,500",Tier 3
주식회사 짐캐리 (짐배송 서비스),"5,925,000,000","50,003",B2B & 솔루션 | B2B & Solutions,"1,500,000","1,960,000","1,960,000",Tier 4
석원컴퍼니,"8,000,000,000","104,723",커머스 | Commerce,"800,000","651,000","651,000",Tier 4
농림수산식품교육문화정보원,"203,500,000,000","48,311",기타 | Others,"2,000,000",,,Tier 3
블록오디세이,"1,400,000,000","2,312",B2B & 솔루션 | B2B & Solutions,"1,500,000","5,007,600","5,007,600",Tier 5
화이트큐브,"14,600,000,000","11,113",B2B & 솔루션 | B2B & Solutions,"1,200,000","2,360,000","2,360,000",Tier 4
이제너두,"16,247,596,000","593,887",커머스 | Commerce,"2,000,000",,,Tier 2
강남대성학원,"23,000,000,000","46,818",교육 | Education,"800,000",,,Tier 4
린나이코리아,"286,900,000,000","125,700",커머스 | Commerce,"700,000",,,Tier 3
이브이시스,"88,600,000,000","15,004",렌탈 & 모빌리티 | Rental & Mobility,"2,000,000",,,Tier 3
꽃집청년들,"12,800,000,000","36,303",커머스 | Commerce,"800,000","1,065,637","1,065,637",Tier 4
올포기어,"8,900,000,000","31,108",커머스 | Commerce,"700,000",,,Tier 4
코오몰모빌리티그룹,"2,258,000,000,000","14,735",커머스 | Commerce,"1,000,000",,,Tier 3
주식회사 감탄,"20,000,000,000","4,413",커머스 | Commerce,"800,000","733,378","733,378",Tier 5
그라비티,"463,618,000,000","78,969",제조 & 유통 | Manufacturing & Distribution,"2,000,000","1,800,000","1,800,000",Tier 3
바룸치과(e-book),"5,000,000,000","1,439",전문 산업군 | Professional Services,"500,000",,,Tier 5
이지웨이,"6,700,000,000","2,645",커머스 | Commerce,"400,000","421,000","421,000",Tier 5
더라미,"69,800,000,000",-,커머스 | Commerce,"600,000","462,637","462,637",
파미유,"26,200,000,000","36,108",제조 & 유통 | Manufacturing & Distribution,"2,000,000",,,Tier 4
한국자동차연구원,"281,600,000,000","151,562",기타 | Others,"500,000","269,250","269,250",Tier 3
아크테릭스,"2,000,000,000,000","722,327",커머스 | Commerce,"2,000,000","1,486,000","1,486,000",Tier 1
SK네트웍스,"7,657,300,000,000","9,661",B2B & 솔루션 | B2B & Solutions,"1,000,000","2,006,500","2,006,500",Tier 3
케이엔코리아 (KBO 마켓),"14,800,000,000","104,099",커머스 | Commerce,,"1,500,000","1,500,000",Tier 4
한경어게인,"20,700,000,000","645,883",커머스 | Commerce,"1,000,000",,"2,099,250",Tier 2
코레일관광개발,"84,200,000,000","304,344",여행 & 숙박 | Travel & Hospitality,"2,000,000","72,000","72,000",Tier 2
레트르,-,"4,805",기타 | Others,"500,000","300,088","300,088",
우아미가구,"35,400,000,000","2,961",커머스 | Commerce,"700,000","439,750","439,750",Tier 5
위칙,"20,000,000,000","14,515",커머스 | Commerce,"700,000","198,000","198,000",Tier 4
백송의료재단굿모닝병원,"196,300,000,000","23,807",헬스케어 | Healthcare,"2,000,000",,,Tier 3
내일을사는사람들,"6,100,000,000","11,798",전문 산업군 | Professional Services,"600,000","614,250","614,250",Tier 4
(주)에스티오,"73,162,090,000","2,085",커머스 | Commerce,"1,500,000",,,Tier 5
SKT,"427,500,000,000","26,692",B2B & 솔루션 | B2B & Solutions,"1,000,000","1,000,000","1,000,000",Tier 3
제이앤와이스타일,"13,700,000,000","471,399",커머스 | Commerce,"1,000,000","503,250","503,250",Tier 2
마스타자동차관리,"92,900,000,000","128,091",렌탈 & 모빌리티 | Rental & Mobility,"2,000,000",,,Tier 2
라운드컴퍼니 (우트),"19,300,000,000","14,276",커머스 | Commerce,"1,000,000","726,000","726,000",Tier 4
네비웍스,"16,000,000,000","5,334",B2B & 솔루션 | B2B & Solutions,"2,000,000",,,Tier 5
우리경영아카데미,"30,500,000,000","711,633",교육 | Education,"700,000",,,Tier 2
다우기술,"116,000,000,000","197,937",B2B & 솔루션 | B2B & Solutions,"600,000","409,407","409,407",Tier 2
데상트코리아,"539,200,000,000","1,450",커머스 | Commerce,"2,000,000",,,Tier 3
코스틱폼텍,"8,020,000,000","23,875",커머스 | Commerce,"1,000,000","383,250","383,250",Tier 4
케이티텔레캅,"531,600,000,000","47,648",전문 산업군 | Professional Services,"2,000,000","3,000,000","3,000,000",Tier 3
이투스ECI,"164,800,000,000","853,489",교육 | Education,"1,000,000",,,Tier 2
블랙스톤에듀팜리조트,"16,293,531,000","45,086",여행 & 숙박 | Travel & Hospitality,"900,000",,,Tier 4
지온메디텍,"93,400,000,000","437,406",커머스 | Commerce,"1,000,000",,,Tier 2
원라인에듀,"8,000,000,000","73,285",교육 | Education,"800,000",,,Tier 4
한국관광공사(누아),"736,688,000,000","487,098",기타 | Others,"500,000","250,000","250,000",Tier 1
뉴시니어라이프,"12,900,000,000","228,527",전문 산업군 | Professional Services,"1,000,000",,,Tier 2
중산모터스,"39,799,166,000","3,409",렌탈 & 모빌리티 | Rental & Mobility,"600,000",,,Tier 5
르노코리아,"4,861,960,000,000","1,081,000",렌탈 & 모빌리티 | Rental & Mobility,"1,000,000","927,000","927,000",Tier 1
플러피팔레트,"5,000,000,000","18,998",커머스 | Commerce,"700,000","462,150","462,150",Tier 4
사색,"6,300,000,000",736,커머스 | Commerce,"600,000","889,500","889,500",Tier 5
수원에프씨,"22,377,561,000","30,410",전문 산업군 | Professional Services,"600,000",,,Tier 4
파스토조,"38,501,584,000","5,240",커머스 | Commerce,"1,000,000","1,033,387","1,033,387",Tier 5
엘레파츠,"13,000,000,000","324,212",커머스 | Commerce,"600,000","602,250","602,250",Tier 2
행복나래,"891,800,000,000","3,813",커머스 | Commerce,"900,000","384,750","384,750",Tier 3
명성,"24,000,000,000",325,커머스 | Commerce,"800,000",,,Tier 5
키움에셋플래너,"80,000,000,000","7,074",전문 산업군 | Professional Services,"2,000,000",,,Tier 3
라포랩스 (광고사업),"57,000,000,000",-,B2B & 솔루션 | B2B & Solutions,"700,000",,,
주식회사천일,"39,777,480,000",-,B2B & 솔루션 | B2B & Solutions,"700,000","572,250","572,250",
마리오쇼핑(주),"406,800,000,000","43,761",커머스 | Commerce,"2,000,000",,,Tier 3
강원도민프로축구단,"24,800,000,000","22,903",전문 산업군 | Professional Services,"600,000","624,000","624,000",Tier 4
폰드그룹,"368,600,000,000","13,078",커머스 | Commerce,"2,000,000","473,250","473,250",Tier 3
골드앤에스,"9,500,000,000","281,689",교육 | Education,"1,000,000","750,750","750,750",Tier 2
KT&G,"3,704,500,000,000","196,421",제조 & 유통 | Manufacturing & Distribution,"2,000,000","3,534,500","3,534,500",Tier 1
바바그라운드,"5,000,000,000","40,928",여행 & 숙박 | Travel & Hospitality,"600,000",,,Tier 4
생활공작소,"35,205,333,000","18,762",커머스 | Commerce,"1,000,000","1,372,300","1,372,300",Tier 4
대전교통공사,"41,114,445,000","7,431",렌탈 & 모빌리티 | Rental & Mobility,"2,500,000",,,Tier 5
리드넘버,"6,000,000,000","14,468",기타 | Others,"500,000",,,Tier 4
yopp,"3,200,000,000","2,719",B2B & 솔루션 | B2B & Solutions,"800,000","36,000","36,000",Tier 5
위앤유텍,"5,400,000,000","2,015",B2B & 솔루션 | B2B & Solutions,"500,000",,,Tier 5
링티,"47,500,000,000","63,460",커머스 | Commerce,"1,200,000",,,Tier 4
블루렌트카,"11,700,000,000","4,135",렌탈 & 모빌리티 | Rental & Mobility,"1,200,000","561,000","561,000",Tier 5
서울양병원,"17,500,000,000","12,365",헬스케어 | Healthcare,"1,000,000",,,Tier 4
한국폴리텍,"28,191,631,000","393,838",교육 | Education,"700,000","660,750","660,750",Tier 2
디캐이아이웨어그룹,"50,000,000,000","2,260",커머스 | Commerce,"700,000","839,887","839,887",Tier 5
웰컴페이먼츠,"27,637,351,000","22,500",전문 산업군 | Professional Services,"1,800,000",,,Tier 4
엘지유플러스,"14,625,100,000,000","13,730,000",전문 산업군 | Professional Services,"2,000,000",,,Tier 1
디엔엘그룹,"10,100,815,000","17,484",제조 & 유통 | Manufacturing & Distribution,"1,000,000",,,Tier 4
라운드컴퍼니 (glgk),"19,300,000,000","6,104",커머스 | Commerce,"1,000,000","523,500","523,500",Tier 5
법무법인 태평양,"391,800,000,000","146,193",전문 산업군 | Professional Services,"1,000,000","2,322,000","2,322,000",Tier 3
신시컴퍼니,"37,300,000,000","25,692",전문 산업군 | Professional Services,"1,000,000",,,Tier 4
상무스타치과병원,"8,200,000,000","3,243",헬스케어 | Healthcare,"800,000",,,Tier 5
에이스바이옴,"49,400,000,000","275,445",커머스 | Commerce,"1,000,000","642,750","642,750",Tier 2
(주)라쉬반코리아,"11,000,000,000","57,965",커머스 | Commerce,"700,000",,,Tier 4
레벨13,"8,200,000,000","252,773",커머스 | Commerce,"700,000",,,Tier 2
구찌코리아,"224,674,200,000","7,882,000",커머스 | Commerce,"1,000,000",,,Tier 1
웰로,"1,400,000,000","384,936",전문 산업군 | Professional Services,"700,000","556,182","556,182",Tier 2
리큐엠,"9,600,000,000","5,212",커머스 | Commerce,"700,000",,,Tier 5
비앤앤컴퍼니,"19,600,000,000","1,404,000",커머스 | Commerce,"1,000,000",,,Tier 2
한빛영상의학센터,"5,500,000,000","1,986",헬스케어 | Healthcare,"1,000,000",,,Tier 5
주식회사 파파야투어,"3,000,000,000","9,670",여행 & 숙박 | Travel & Hospitality,"600,000",,"1,211,250",Tier 5
아성솔루션,"18,300,000,000","5,371",B2B & 솔루션 | B2B & Solutions,"1,000,000",,,Tier 5
고비즈,"5,300,000,000","69,336",기타 | Others,"600,000",,,Tier 4
온누리아이코리아,"17,523,169,000","3,241",B2B & 솔루션 | B2B & Solutions,"600,000","943,387","943,387",Tier 5
아시아나아이디티,"194,000,000,000","20,860",B2B & 솔루션 | B2B & Solutions,"1,000,000","923,137","923,137",Tier 3
다래파크텍,"27,300,000,000","1,753",전문 산업군 | Professional Services,"3,000,000",,,Tier 5
케이티커머스,"430,000,000,000","61,985",B2B & 솔루션 | B2B & Solutions,"4,000,000",,,Tier 3
미래개발,"20,400,000,000","14,014",여행 & 숙박 | Travel & Hospitality,"500,000","503,250","503,250",Tier 4
주식회사위팬,"17,600,000,000","18,529",커머스 | Commerce,"600,000","597,750","597,750",Tier 4
서울더블유치과병원,-,"3,648",헬스케어 | Healthcare,"700,000",,,
아트박스,"247,800,000,000","209,527",커머스 | Commerce,"2,000,000","1,000,000","1,000,000",Tier 3
케이씨티비제주방송,"42,500,000,000","23,643",기타 | Others,"2,000,000","743,500","743,500",Tier 4
메가존,"141,700,000,000","9,079",교육 | Education,"700,000",,,Tier 3
한국케이블텔레콤,"113,930,302,000","502,605",전문 산업군 | Professional Services,"1,500,000",,,Tier 2
시선인터내셔널,"180,000,000,000","517,214",커머스 | Commerce,"2,000,000","992,250","992,250",Tier 2
밀양관광개발,"10,200,000,000","24,146",여행 & 숙박 | Travel & Hospitality,"500,000","272,250","272,250",Tier 4
티지에스,"140,700,000,000","27,748",커머스 | Commerce,"2,500,000","1,310,230","1,310,230",Tier 3
미소들노인전문병원,"13,000,000,000","11,139",헬스케어 | Healthcare,"700,000",,,Tier 4
신원모터사이클,"6,700,000,000","21,757",커머스 | Commerce,"500,000",,,Tier 4
컴스빌,"18,000,000,000","7,489",커머스 | Commerce,"700,000",,,Tier 5
에스비스포츠,"27,397,644,000","14,389",커머스 | Commerce,"600,000","459,750","459,750",Tier 4
로켓에이아이,"5,000,000,000","358,804",기타 | Others,"700,000","313,387","313,387",Tier 2
천재교과서,"312,400,000,000","20,468",교육 | Education,"1,000,000","600,750","600,750",Tier 3
언파운디즘,"11,854,791,000","225,956",커머스 | Commerce,"600,000","841,500","841,500",Tier 2
토스뱅크,"1,664,800,000,000","384,991",전문 산업군 | Professional Services,"4,000,000",,,Tier 1
지니뮤직,"307,000,000,000","15,005",기타 | Others,"2,000,000","988,500","988,500",Tier 3
리우,"11,600,000,000","2,887",제조 & 유통 | Manufacturing & Distribution,"500,000",,,Tier 5
아이언모터스,"154,003,000,000","19,942",렌탈 & 모빌리티 | Rental & Mobility,"1,500,000",,,Tier 3
노트성형외과의원,"10,000,000,000","17,814",헬스케어 | Healthcare,"700,000",,,Tier 4
하로월드,"8,100,000,000","13,383",커머스 | Commerce,"600,000","601,425","601,425",Tier 4
갓피플,"13,600,000,000","1,272,000",커머스 | Commerce,"1,200,000","840,787","840,787",Tier 2
동행복권,"74,100,000,000","3,247,000",기타 | Others,"1,000,000",,,Tier 2
모두모의원,-,"2,889",헬스케어 | Healthcare,"500,000",,,
다원솔루텍,"3,200,000,000","8,212",렌탈 & 모빌리티 | Rental & Mobility,"500,000","339,750","339,750",Tier 5
한퓨어,"20,000,000,000","43,935",커머스 | Commerce,"800,000","700,000","700,000",Tier 4
투어클럽,"5,000,000,000","4,047",여행 & 숙박 | Travel & Hospitality,"600,000","602,250","602,250",Tier 5
천하제일사료,"52,100,000,000","2,777",제조 & 유통 | Manufacturing & Distribution,"500,000",,,Tier 5
(주)스마트카라,"32,600,000,000","27,896",렌탈 & 모빌리티 | Rental & Mobility,"1,000,000",,,Tier 4
체리코코,"9,300,000,000","130,690",커머스 | Commerce,"800,000","398,250","398,250",Tier 4
오비맥주,"1,740,300,000,000","49,947",제조 & 유통 | Manufacturing & Distribution,"2,000,000","2,000,000","2,000,000",Tier 3
로젠,"722,900,000,000","2,257,000",제조 & 유통 | Manufacturing & Distribution,"2,000,000","2,000,000","2,000,000",Tier 1
더드립,"89,180,552,000","1,084",커머스 | Commerce,"700,000",,,Tier 5
에이렌탈앤서비스,"41,200,000,000","32,512",렌탈 & 모빌리티 | Rental & Mobility,"700,000","909,750","909,750",Tier 4
케이안,"10,000,000,000","202,600",커머스 | Commerce,"1,000,000","896,250","896,250",Tier 2
다이사,"4,600,000,000","37,544",전문 산업군 | Professional Services,"700,000","738,000","738,000",Tier 4
(주)오리오,"16,700,000,000","10,676",커머스 | Commerce,"500,000","572,137","572,137",Tier 4
오케이몰,"250,699,156,000","1,281,000",커머스 | Commerce,"2,000,000","2,000,000","2,000,000",Tier 1
대한몰,"7,800,000,000",986,커머스 | Commerce,"600,000",,,Tier 5
케익드라마,"17,400,000,000","12,291",B2B & 솔루션 | B2B & Solutions,"700,000","542,137","542,137",Tier 4
의료법인박애의료재단,"18,300,000,000","11,230",헬스케어 | Healthcare,"1,000,000",,,Tier 4
엘에스네트웍스,"137,500,000,000","482,224",커머스 | Commerce,"2,000,000",,,Tier 2
홈즈컴퍼니,"13,800,000,000","4,872",여행 & 숙박 | Travel & Hospitality,"600,000",,,Tier 5
탐앤탐스,"88,600,000,000","28,528",커머스 | Commerce,"1,500,000",,,Tier 3
지앤건강생활,"26,400,000,000","22,001",커머스 | Commerce,"700,000",,,Tier 4
현진홀딩스,"6,400,000,000","4,468",제조 & 유통 | Manufacturing & Distribution,"800,000",,,Tier 5
신지모루,"45,748,951,000","102,116",커머스 | Commerce,"1,000,000","1,654,000","1,654,000",Tier 2
한옥호텔락고재,"6,000,000,000","17,713",여행 & 숙박 | Travel & Hospitality,"600,000","367,500","367,500",Tier 4
한미마이크로닉스,"44,000,000,000","14,303",제조 & 유통 | Manufacturing & Distribution,"500,000",,,Tier 4
레드캡투어,"358,900,000,000","38,915",여행 & 숙박 | Travel & Hospitality,"2,000,000",,,Tier 3
스토케코리아,"26,400,000,000","972,594",커머스 | Commerce,"1,500,000","1,329,750","1,329,750",Tier 2
매크로통상,"82,500,000,000","4,716",제조 & 유통 | Manufacturing & Distribution,"700,000",,,Tier 3
에어콘남서울랜드,"23,873,582,000","9,285",제조 & 유통 | Manufacturing & Distribution,"800,000","429,637","429,637",Tier 4
콜롬버스에스티씨,"4,814,484,000","92,931",커머스 | Commerce,"700,000","212,250","212,250",Tier 4
아마존 글로벌 셀링,"42,000,000,000,000","32,956",B2B & 솔루션 | B2B & Solutions,"2,000,000","3,775,500","3,775,500",Tier 1
포레스트그룹코리아,"16,171,029,000","1,689",커머스 | Commerce,"700,000","894,637","894,637",Tier 5
시즌리스,"35,600,000,000","76,470",커머스 | Commerce,"1,200,000",,,Tier 4
인투씨엔에스,"5,300,000,000","3,894",기타 | Others,"700,000",,,Tier 5
레이블컨셉트,"14,300,000,000","121,148",커머스 | Commerce,"1,000,000","593,250","593,250",Tier 2
에이트룸,"27,300,000,000","25,684",커머스 | Commerce,"500,000","788,137","788,137",Tier 4
에스지아름다운골프앤리조트,"10,800,000,000","16,569",여행 & 숙박 | Travel & Hospitality,"600,000",,,Tier 4
비앤영의원,-,"5,719",헬스케어 | Healthcare,"700,000","1,200,637","1,200,637",
법무법인이현,"31,200,000,000","26,318",전문 산업군 | Professional Services,"1,200,000",,,Tier 4
클린업피부과의원,"15,000,000,000","33,989",헬스케어 | Healthcare,"500,000",,,Tier 4
벡트,"41,300,000,000","4,000",B2B & 솔루션 | B2B & Solutions,"700,000",,,Tier 5
동국제강,"769,200,000,000","3,866",B2B & 솔루션 | B2B & Solutions,"3,000,000",,,Tier 3
이투스이씨아이,"18,600,000,000","111,860",교육 | Education,"700,000",,,Tier 2
셔틀,"10,000,000,000","179,465",기타 | Others,"1,500,000",,,Tier 2
유네스코한국위원회,"14,700,000,000","84,627",기타 | Others,"500,000",,,Tier 4
어댑트,"200,000,000,000","248,184",커머스 | Commerce,"500,000",,,Tier 2
경기교통공사,"3,000,000,000","147,785",기타 | Others,"1,000,000",,,Tier 4
고려유통,"27,900,000,000",24,B2B & 솔루션 | B2B & Solutions,"700,000",,,Tier 5
아이디스,"313,600,000,000","85,773",B2B & 솔루션 | B2B & Solutions,"1,500,000","2,146,500","2,146,500",Tier 3
대한약사회,"5,000,000,000","106,626",헬스케어 | Healthcare,"1,000,000","1,150,125","1,150,125",Tier 4
서브원,"2,993,800,000,000","299,611",B2B & 솔루션 | B2B & Solutions,"3,000,000",,,Tier 1
농업회사법인돈우,"32,600,000,000","2,935",커머스 | Commerce,"700,000",,,Tier 5
유니닥스,"20,443,548,000","50,669",교육 | Education,"700,000",,,Tier 4
데일리룩,"19,400,000,000","242,623",커머스 | Commerce,"1,200,000","1,503,750","1,503,750",Tier 2
디지털온누리상품권,"3,000,000,000","913,898",기타 | Others,"2,000,000",,,Tier 2
차병원그룹,"480,112,510,000","450,380",헬스케어 | Healthcare,"1,000,000",,,Tier 1
주식회사로크,"10,700,000,000",265,커머스 | Commerce,"1,000,000",,,Tier 5
나라셀라,"82,700,000,000","9,414",커머스 | Commerce,"1,000,000",,,Tier 3
박소장의 정책자금연구소,"5,000,000,000","6,701",B2B & 솔루션 | B2B & Solutions,"800,000",,,Tier 5
완벽한 우리들,"5,400,000,000",638,전문 산업군 | Professional Services,"300,000",,,Tier 5
파켓,"47,900,000,000","48,220",커머스 | Commerce,"1,500,000",,,Tier 4
씨제이프레시웨이,"3,224,800,000,000","35,215",제조 & 유통 | Manufacturing & Distribution,"2,000,000","2,000,000","2,000,000",Tier 3
GS파워,"1,535,200,000,000","11,975",제조 & 유통 | Manufacturing & Distribution,"1,000,000",,,Tier 3
올리버,"5,600,000,000","7,185",커머스 | Commerce,"500,000",,,Tier 5
씨넥스존 (씨넥스몰),"201,000,000,000","4,793",커머스 | Commerce,"700,000",,,Tier 3
모니칸,"33,983,268,000",-,커머스 | Commerce,"1,000,000",,,
전남드래곤즈,"14,000,000,000","337,551",커머스 | Commerce,"700,000",,,Tier 2
(주)블랭크코퍼레이션,"83,300,000,000","11,213",커머스 | Commerce,"700,000",,,Tier 3
해태제과식품,"590,266,000,000","54,086",제조 & 유통 | Manufacturing & Distribution,"2,000,000",,,Tier 3
씨울프마린,"5,800,000,000","12,829",커머스 | Commerce,"500,000","317,250","317,250",Tier 4
한국도로공사,"10,779,500,000,000","362,915",기타 | Others,"3,000,000",,,Tier 1
일광,"5,928,180,000","1,801",제조 & 유통 | Manufacturing & Distribution,"500,000","167,250","167,250",Tier 5
굿네이버스인터내셔날,"245,600,000,000","329,351",기타 | Others,"3,000,000",,,Tier 2
솔라루체,"10,200,000,000","4,091",커머스 | Commerce,"500,000","708,462","708,462",Tier 5
노바법률사무소,-,"24,546",전문 산업군 | Professional Services,"700,000","698,250","698,250",
에스케이렌터카,"1,557,400,000,000","1,197,000",렌탈 & 모빌리티 | Rental & Mobility,"1,500,000",,,Tier 1
에스엠브랜드마케팅,"59,200,000,000","3,415",커머스 | Commerce,"2,000,000",,"96,000",Tier 5
동진레저(비와이엔블랙야크),"40,300,000,000","1,313,000",커머스 | Commerce,"2,500,000",,,Tier 2
영인터내셔널,"4,200,000,000","2,724",B2B & 솔루션 | B2B & Solutions,"500,000",,,Tier 5
벅스앤레더,"5,000,000,000",-,제조 & 유통 | Manufacturing & Distribution,"700,000",,,
블랙핀,"6,900,000,000","1,638",렌탈 & 모빌리티 | Rental & Mobility,"1,600,000",,,Tier 5
투어패스,"40,500,000,000","16,595",여행 & 숙박 | Travel & Hospitality,"1,200,000","398,250","398,250",Tier 4
에스제이텍스,"2,000,000,000","5,875",B2B & 솔루션 | B2B & Solutions,"1,000,000","252,000","252,000",Tier 5
비티글로벌,"7,700,000,000","5,367",커머스 | Commerce,"600,000","317,250","317,250",Tier 5
유진레저,"28,415,737,000","19,500",여행 & 숙박 | Travel & Hospitality,"700,000",,,Tier 4
씨마크호텔,"13,500,000,000","26,411",여행 & 숙박 | Travel & Hospitality,"1,000,000","988,500","988,500",Tier 4
코앤코이비인후과,-,"2,385",헬스케어 | Healthcare,"500,000",,,
(주) 피아이에이치,"3,900,000,000","4,233",커머스 | Commerce,"700,000","676,250","676,250",Tier 5
올림피아드교육,"41,614,790,000","13,958",교육 | Education,"500,000","864,750","864,750",Tier 4
양지사,"55,800,000,000","31,347",커머스 | Commerce,"1,000,000",,,Tier 4
숭실사이버대학교,"31,400,000,000","473,015",교육 | Education,"1,200,000",,,Tier 2
비젠마스터피스,"8,700,000,000","190,064",커머스 | Commerce,"600,000","572,250","572,250",Tier 2
홈플러스,"6,991,965,520,000","8,070,000",커머스 | Commerce,"1,000,000",,,Tier 1
미담,"18,500,000,000","3,546",커머스 | Commerce,"700,000","519,750","519,750",Tier 5
백조씽크,"58,500,000,000","28,589",제조 & 유통 | Manufacturing & Distribution,"600,000",,,Tier 4
큐라펄스,"53,800,000,000","2,391",커머스 | Commerce,"500,000","340,750","340,750",Tier 5
제이더블유생활건강(주),"30,850,768,000","12,112",커머스 | Commerce,"600,000",,,Tier 4
쓰리빌리언,"5,200,000,000","66,393",헬스케어 | Healthcare,"600,000","384,000","384,000",Tier 4
어드레스8,"24,000,000,000","20,031",커머스 | Commerce,"900,000",,,Tier 4
주식회사 대성축산,"12,436,630,000","50,972",커머스 | Commerce,"800,000",,,Tier 4
위밋모빌리티,"3,500,000,000","15,349",렌탈 & 모빌리티 | Rental & Mobility,"800,000","564,637","564,637",Tier 4
피에스씨네트웍스,"6,800,000,000","11,703",교육 | Education,"800,000","803,202","803,202",Tier 4
코오롱모빌리티그룹,"166,348,600,000","35,298",렌탈 & 모빌리티 | Rental & Mobility,"2,000,000","5,125,500","5,125,500",Tier 3
마이리얼트립,"89,200,000,000","4,158,000",여행 & 숙박 | Travel & Hospitality,"1,500,000","735,000","735,000",Tier 2
강남레옹치과,-,"33,107",헬스케어 | Healthcare,"700,000","1,149,750","1,149,750",
백퍼센트,"6,900,000,000","42,540",기타 | Others,"900,000",,,Tier 4
통수산,"7,900,000,000","86,394",커머스 | Commerce,"1,000,000","653,250","653,250",Tier 4
브이드림,"6,900,000,000","22,896",기타 | Others,"700,000","1,487,250","1,487,250",Tier 4
(주)한국표준거래소,"26,500,000,000","504,770",기타 | Others,"800,000",,,Tier 2
서원에어테크,"14,100,000,000",137,제조 & 유통 | Manufacturing & Distribution,"1,000,000",,,Tier 5
아이템매니아,"48,000,000,000","2,053,000",커머스 | Commerce,"2,000,000","3,200,000","3,200,000",Tier 2
범일산업,"20,400,000,000","4,674",커머스 | Commerce,"700,000","703,275","703,275",Tier 5
에임메드,"25,000,000,000","57,320",헬스케어 | Healthcare,"2,000,000",,,Tier 4
데브옵스,"1,600,000,000","254,083",기타 | Others,"1,000,000","800,000","800,000",Tier 2
모제림성형외과의원,"17,000,000,000","45,680",헬스케어 | Healthcare,"800,000","1,009,500","1,009,500",Tier 4
이지네트웍스,"49,200,000,000","4,602",B2B & 솔루션 | B2B & Solutions,"800,000","809,000","809,000",Tier 5
우리들병원,"39,800,000,000","22,979",헬스케어 | Healthcare,"1,000,000",,,Tier 4
주식회사 비브르,"12,900,000,000","11,201",커머스 | Commerce,"1,000,000","1,430,250","1,430,250",Tier 4
대한상공회의소,"96,309,000,000","760,895",기타 | Others,"2,000,000",,,Tier 2
그랜드썬기술단에스피,"14,500,000,000","13,459",B2B & 솔루션 | B2B & Solutions,"1,000,000","639,637","639,637",Tier 4
메나테크코리아,"71,900,000,000","28,302",커머스 | Commerce,"1,000,000",,,Tier 3
마그넷서비스,"17,314,900,000","23,244",B2B & 솔루션 | B2B & Solutions,"1,500,000",,,Tier 4
코가로보틱스,"1,115,290,000","4,655",B2B & 솔루션 | B2B & Solutions,"700,000",,,Tier 5
지앤지병원,"10,000,000,000","20,666",헬스케어 | Healthcare,"500,000",,,Tier 4
조아트,"7,900,000,000","4,063",커머스 | Commerce,"1,000,000",,,Tier 5
제이슈,"8,500,000,000","153,066",커머스 | Commerce,"800,000","489,750","489,750",Tier 2
